Unnamed: 0,BTN1A1,OLAH,LILRB5,CSF1R,CEL,CELP,LALBA,CSN2,LINC02532,LPO,MED15P9,YIF1B,LOC112268261,SMIM33,LOC105375790,IL16,LOC107985488,LOC105378863,LOC105371982,LOC105370705,DDX55,KLRF2,SLC2A10,SIGLEC14,BCDIN3D,SNRPN,CDRT15P3,GLS,HSF2,OR52E5,LOC105377350,LOC105375248,LOC105375924,TTTY7,TTC41P,LINC02914,GIPC3,PTPN22,CPS1,FYTTD1,ASPG,MIR6729,NPY5R,LINCADL,HNRNPUL1,P2RY10,LOC102724851,LRBA,RGS3,TWIST2,EDNRB-AS1,PYY,SYT15B,C2orf15,KPNA3,CST6,TLE1,MIR4426,IL12RB2,ZNF554,SV2B,LOC105369961,TMEM100,PTPN21,SOHLH2,ANO6,LOC107986384,TRQ-TTG4-1,TAT,LOC105371606,LOC105378231,REELD1,ALOX12B,LOC107987361,MED16,SLC41A3-AS1,LOC105371860,LRRFIP2,LOC105376246,MC5R,MIR521-1,LOC105376364,LOC100996664,PRRC2C,LRCOL1,LOC105378816,NCR3,CTSV,LOC107985188,LOC105369682,ZNHIT1,RAB19,LOC107986837,MIR888,MIR3907,LOC107984023,CD81-AS1,ANO9,LOC105369448,NHLRC1,LHCGR,LOC105377073,ZSCAN12,MIR545,TMCC2,FAM87A,CYP4F11,KCND1,LOC105375251,LOC112268209
GSM5016080,17,11,440,1183,59,14,21,0,10,5,4,269,6,1,1,551,0,6,3,1,1063,0,521,36,136,390,19,3153,365,0,0,0,1,0,30,0,188,112,243,1798,153,0,286,846,3329,27,54,1111,1628,368,7,1,373,88,922,2,1272,992,23,249,259,6,253,1238,13,5260,4,0,210,0,5,161,2,30,332,22,6,1211,0,0,0,0,19,3392,38,9,6,27,7,0,743,15,3,0,0,7,222,321,0,70,174,4,314,0,39,7,29,141,0,1
GSM5016081,56,20,576,1692,40,10,14,11,1,5,30,233,6,0,0,772,0,15,3,1,1585,3,629,2,164,438,3,5144,620,1,0,11,3,0,38,0,151,345,207,1818,60,1,387,329,4231,52,1002,1875,445,183,20,5,434,92,1049,2,956,1294,63,499,236,8,351,1540,19,4655,8,0,758,0,10,96,6,61,336,24,12,1255,0,1,0,1,53,6548,13,8,8,41,28,0,556,21,3,0,0,11,132,633,0,92,163,0,598,1,37,6,67,128,0,2
GSM5016082,44,10,1786,1758,26,4,193,70,2,1,7,228,5,0,1,865,0,7,0,1,1171,0,594,98,147,403,8,6572,618,0,0,19,4,0,49,0,152,152,381,2572,11,1,393,567,4439,45,683,2040,1000,377,7,0,684,110,1627,2,1020,1407,64,341,333,8,1143,1882,4,7279,9,0,218,0,69,149,6,51,235,21,7,1386,0,2,0,0,55,6934,13,7,8,63,28,0,645,27,5,0,0,22,138,406,0,72,243,6,695,0,28,8,49,117,0,0
GSM5016083,19,24,4068,4707,109,21,12,7,2,6,7,567,10,0,1,1249,0,13,2,1,1837,2,940,101,236,584,52,5854,788,0,0,1,0,0,42,0,157,193,420,2335,87,1,507,483,4904,35,812,1635,1720,624,6,8,650,106,1470,4,1774,1507,64,726,511,7,821,1978,23,8118,5,0,107,0,158,652,5,72,749,47,5,2212,0,0,0,0,55,5972,42,11,8,261,26,0,1090,27,4,0,4,20,256,733,0,78,151,4,549,0,85,10,213,432,0,0
GSM5016084,40,7,53,670,14,5,27,3,0,2,8,468,3,0,0,516,0,0,0,3,530,0,425,3,222,736,24,2300,505,0,0,0,0,0,5,0,47,99,208,1756,29,0,52,335,4405,71,177,1459,400,218,0,2,158,152,737,34,1088,5108,7,220,53,0,144,628,17,2687,5,0,616,0,16,55,5,6,933,4,3,1012,0,0,0,0,31,3170,12,1,12,119,1,0,1215,48,3,0,0,11,169,299,0,107,4,4,291,0,43,6,70,54,0,0
GSM5016085,108,26,431,952,41,7,3004,851,9,0,11,427,10,1,0,859,1,3,1,3,952,0,821,54,223,752,11,4116,714,0,0,3,5,0,24,0,239,143,620,3368,17,0,412,917,5968,42,377,3303,1336,363,5,5,419,164,1814,8,1953,3064,41,366,421,8,616,2300,7,8788,9,0,1511,0,8,62,5,42,565,15,8,1874,0,1,0,0,31,5874,12,7,17,102,8,0,1331,31,3,0,2,10,351,254,0,119,110,8,724,0,68,13,153,119,0,0
GSM5016086,35,6,1394,2815,63,18,23,10,6,1,22,430,29,0,0,1111,0,5,2,2,843,1,797,105,231,623,45,4680,588,0,0,1,4,0,43,0,118,162,451,2207,12,0,286,544,3702,112,411,1846,752,400,3,3,453,101,1403,10,1354,2189,75,403,262,4,473,1521,14,5509,1,0,1568,0,53,84,2,33,311,16,5,1575,0,0,0,0,26,4699,22,5,18,70,8,0,952,31,6,0,1,10,220,900,0,119,249,6,498,1,73,6,87,146,0,1
GSM5016087,29,23,559,1093,93,23,145,12,4,0,8,425,21,0,5,1218,0,20,0,2,2103,0,964,47,225,709,21,7700,852,0,0,28,7,0,59,1,432,281,632,3160,44,0,775,1273,6023,55,1293,3060,897,396,12,3,828,172,2188,3,1820,1511,54,544,446,11,1217,3003,21,10543,3,0,2556,0,12,198,13,74,483,23,16,1939,0,8,0,3,51,9083,50,15,6,81,51,0,947,35,8,0,1,11,255,541,0,142,1141,8,874,0,69,30,108,167,0,2
GSM5016088,7,9,144,841,417,108,1,1,7,1,19,427,7,0,1,278,0,8,0,2,1620,1,995,20,159,491,58,3319,425,0,0,1,6,0,47,0,27,160,192,823,57,0,16,6,1779,19,478,1001,407,19,7,8,329,122,551,10,460,1091,26,484,11,5,24,1107,10,876,0,1,5566,0,1,319,11,11,447,27,13,1445,0,0,0,0,44,4112,15,4,2,93,17,0,530,37,6,0,1,9,53,1347,0,73,1,3,549,0,21,7,183,81,0,5
GSM5016089,30,8,397,775,44,13,56,0,2,4,5,362,11,1,4,686,0,6,0,0,1167,1,624,71,206,447,10,3078,559,0,0,0,4,0,25,0,163,215,302,1946,28,0,156,500,4225,56,640,1823,992,345,7,1,279,128,1008,5,841,2148,32,304,150,5,365,1215,15,5447,11,0,9,0,5,28,6,41,382,9,8,1267,0,0,0,0,31,4143,15,5,8,70,21,0,744,14,3,0,2,7,205,511,0,78,33,3,504,0,48,8,57,67,0,0
GSM5016090,7,7,1216,1051,25,6,4,1,1,2,8,121,3,1,0,859,0,6,0,1,748,0,597,22,92,320,1,3317,407,0,0,4,2,0,29,0,176,107,326,1740,6,0,364,564,3058,25,338,1910,401,202,6,3,266,79,1081,0,741,823,68,298,303,9,1000,1493,3,6339,2,0,197,0,97,19,1,48,87,10,6,1291,0,0,0,2,15,3811,9,8,4,28,7,1,346,8,3,0,1,4,72,106,0,42,340,5,546,0,35,14,24,81,0,1
GSM5016091,6,4,748,764,49,9,8,0,0,0,5,254,2,0,0,906,0,7,1,0,960,0,485,16,101,271,1,2565,485,0,0,1,2,0,23,0,173,143,364,1509,38,1,267,340,3423,22,518,1273,757,419,10,2,237,93,707,0,747,715,32,333,301,4,532,1136,8,5658,6,0,326,0,4,65,2,48,344,12,9,921,0,0,0,0,27,4157,5,5,4,48,14,0,403,11,1,0,1,9,183,312,0,61,88,3,425,0,25,10,74,92,0,1
GSM5016092,4681,415,1014,1967,5295,1241,76889,75690,388,81,7,460,9,1,9,770,0,0,0,3,988,1,670,39,238,518,16,4171,566,0,0,7,3,0,27,0,278,145,325,2502,30,1,400,389,5303,53,341,2669,1258,394,5,3,322,113,1188,10,2024,2138,53,432,299,7,712,1778,21,6079,1,0,899,0,47,33,4,33,801,16,2,1694,0,0,0,0,32,4628,21,4,6,51,12,0,1085,22,3,0,0,12,259,324,0,108,263,10,632,0,62,21,209,135,0,0
GSM5016093,470,21,276,853,33,10,1288,908,5,13,1,208,8,1,0,524,0,2,0,0,441,0,666,47,152,331,3,1938,368,0,0,0,0,0,18,0,116,196,222,2224,8,0,244,874,4663,42,57,2192,575,375,4,1,163,91,1245,3,1164,1816,18,224,384,2,410,1433,5,6218,2,0,89,0,5,22,2,21,262,6,4,1080,1,0,0,0,20,3986,3,3,5,37,7,0,731,9,1,0,0,7,176,103,0,94,76,3,380,0,23,8,17,34,0,0
GSM5016094,11,4,3000,2193,51,9,0,0,0,2,0,233,4,0,0,935,0,3,3,1,735,0,322,22,91,250,4,2774,263,0,0,2,1,0,22,0,537,54,166,1365,95,1,389,559,2478,11,160,594,1600,350,4,0,319,21,901,0,839,441,58,203,384,3,911,1269,6,6426,2,0,6,0,10,274,1,44,287,6,6,932,0,1,0,1,15,2630,18,11,6,9,8,0,576,1,2,0,0,9,187,39,0,44,139,8,255,0,49,3,0,92,0,0
GSM5016095,5,2,1012,1290,36,9,4,1,0,0,1,201,6,1,1,1678,0,6,1,0,689,0,560,82,115,319,2,3688,330,0,0,4,0,0,40,0,343,45,250,2024,19,0,986,801,3408,11,143,1434,4565,409,5,4,857,42,1576,0,1569,494,57,241,550,17,1173,2203,8,10312,0,0,6,0,6,34,1,47,249,6,8,1237,0,1,0,0,13,4184,16,1,8,5,20,0,695,1,4,0,0,7,218,37,0,67,534,5,418,0,47,2,2,114,0,0
GSM5016096,9,21,345,786,28,8,6,1,8,3,4,170,6,1,4,493,0,4,0,0,1634,0,923,58,125,303,2,4208,489,0,0,2,6,0,28,0,80,164,469,1822,5,0,172,83,2959,46,837,1794,356,125,14,2,469,88,1002,3,564,1116,28,354,155,11,218,1424,22,3529,0,0,2401,0,4,74,3,49,127,14,13,1445,0,0,0,0,26,5274,12,10,6,55,21,0,280,31,2,0,1,5,53,327,0,53,26,1,649,0,24,5,30,96,0,0
GSM5016097,2,5,1303,1901,21,4,0,4,0,0,1,237,12,1,4,785,0,1,1,0,412,0,253,47,102,271,4,2886,261,0,0,3,4,0,20,0,188,98,239,2154,10,0,659,1011,2839,28,50,839,622,470,3,0,242,23,1478,2,1284,730,64,116,483,1,1031,1296,11,7740,0,0,15,0,9,70,1,52,196,5,4,885,0,1,0,0,8,2648,4,2,13,26,7,0,900,0,0,0,0,7,193,35,0,92,252,7,272,0,49,2,1,51,0,1
GSM5016098,14,3,822,728,32,5,2,0,0,0,1,260,6,0,1,931,0,6,1,2,901,0,275,31,85,223,3,3429,257,0,0,1,0,0,24,0,349,110,326,1513,13,0,730,982,2623,10,134,883,1257,483,6,0,324,49,918,0,1052,440,28,194,397,5,957,1484,1,8250,2,0,6,0,11,29,0,65,261,6,3,905,0,0,0,1,36,3666,15,7,8,15,25,0,637,5,2,0,1,14,172,111,0,30,950,7,334,0,32,7,24,86,0,1
GSM5016099,2,9,1960,1828,45,17,0,0,0,0,6,283,9,1,3,725,0,1,0,0,834,0,392,72,118,331,7,2641,381,0,0,5,2,0,20,0,331,58,194,1667,113,0,474,1124,3017,8,118,957,716,706,10,0,270,41,1251,2,1682,614,58,247,289,4,1265,1411,13,6259,0,0,1288,0,6,49,0,34,414,5,3,1175,0,0,0,0,14,2903,10,2,9,25,6,0,1180,8,3,0,0,7,185,136,0,102,684,12,240,0,44,2,42,79,0,0
GSM5016100,16,3,449,840,38,8,91,16,0,3,4,247,8,0,1,509,0,4,1,1,705,0,510,25,189,409,7,2928,364,0,0,2,2,0,20,0,143,136,343,1830,31,0,257,694,3747,30,423,1328,628,331,8,2,201,87,1045,3,942,1696,44,249,214,8,292,1032,6,6917,7,0,230,0,39,58,3,22,290,23,3,948,0,0,0,0,20,3390,13,7,4,36,18,0,625,12,5,0,1,7,218,235,0,66,53,1,369,0,37,6,31,103,0,1
GSM5016101,6,7,2267,1581,46,9,2,1,0,1,0,198,3,0,1,893,1,5,0,2,681,0,376,61,82,237,2,2978,336,2,0,10,2,0,22,0,288,73,224,1820,9,0,577,897,2916,10,80,1179,985,319,6,0,240,53,1237,0,1050,393,66,208,602,7,1109,1824,4,8215,1,0,25,0,12,72,0,106,218,4,5,953,1,0,0,0,29,3928,9,5,8,7,20,1,578,0,2,0,0,11,160,42,0,61,211,5,403,0,41,8,4,109,0,1
GSM5016102,3,4,649,1017,19,7,0,33,0,1,7,257,6,0,1,818,1,0,0,0,591,0,650,19,156,496,10,3447,547,0,0,4,0,0,26,0,234,68,341,2076,81,0,624,796,3696,40,172,1228,802,377,7,2,333,62,1340,5,1236,1604,17,320,401,3,1083,1626,29,7515,0,0,944,0,11,73,1,49,178,8,14,1200,0,0,0,0,23,3641,19,4,11,54,10,0,939,12,1,0,2,12,129,136,0,100,259,10,319,2,40,9,53,112,0,2
GSM5016103,13,13,1084,1143,50,11,11,1,2,1,4,231,7,0,0,826,0,11,0,1,876,0,452,33,118,345,9,4453,423,0,0,4,0,0,24,0,283,100,286,2186,36,0,421,594,3913,27,477,1878,775,347,11,1,425,78,1502,3,1323,832,50,236,387,11,588,2055,41,7715,3,0,179,0,9,54,3,52,235,15,9,1329,0,0,0,0,24,4894,10,5,4,45,15,0,460,13,3,0,1,12,191,272,0,75,445,12,440,0,50,4,49,121,0,1
GSM5016104,34,29,67,543,24,8,167,1,4,2,3,166,5,1,0,213,0,5,0,0,1001,1,594,47,144,295,3,3158,553,0,0,0,2,0,20,0,21,181,176,2037,9,0,51,18,3659,30,332,2168,187,62,9,1,152,175,964,1,627,2525,58,297,102,3,44,751,6,1526,1,0,2083,0,9,40,6,18,118,21,4,1337,0,0,0,0,25,3705,1,13,4,197,11,0,320,26,1,0,0,4,60,386,0,99,8,0,531,0,9,8,126,50,0,1
GSM5016105,39,6,299,877,31,8,37,151,0,1,7,296,5,2,0,624,0,0,0,2,655,0,444,30,145,639,12,3653,652,0,0,0,3,0,17,0,135,132,284,1926,24,0,135,400,4439,66,199,1465,780,257,4,2,282,83,1044,12,1257,2786,28,316,265,2,410,1331,28,5269,0,0,88,0,9,77,2,24,457,10,3,952,0,0,0,0,17,3883,11,1,3,126,6,0,819,19,0,0,1,16,196,188,0,113,50,5,379,0,52,7,36,95,0,1
GSM5016106,20,16,170,1905,46,8,131,91,5,19,9,209,4,1,0,662,0,10,0,2,2055,2,914,94,209,297,7,5372,660,0,0,2,11,0,47,0,33,351,348,1736,16,0,22,21,3560,67,1284,2199,304,28,17,6,522,170,906,0,534,1330,53,548,28,16,68,1430,14,2336,3,0,2536,0,25,125,12,42,194,30,18,1293,0,0,0,0,45,8019,26,29,5,100,35,0,334,35,7,0,9,18,49,1068,0,60,14,3,819,0,38,13,225,130,0,2
GSM5016107,35,4,382,495,69,16,15,2,2,6,6,237,6,1,0,600,1,6,0,1,1367,0,407,30,185,373,6,4431,443,0,0,9,1,0,31,0,112,167,288,1798,16,1,188,573,3734,8,807,1564,797,250,8,1,372,115,1083,8,1112,1426,53,325,111,7,609,1102,21,4662,4,0,675,0,43,102,6,39,404,23,15,1208,0,1,0,0,43,5434,8,10,0,45,22,1,585,12,8,0,0,20,171,396,0,55,45,2,540,0,32,7,73,77,0,0
GSM5016108,16,22,2172,1980,44,7,35,0,3,0,27,1103,24,0,2,1148,0,1,0,0,812,0,779,109,224,938,55,4241,632,0,0,7,1,0,32,0,354,132,310,2808,134,2,581,1572,5890,41,201,1760,2164,1010,1,16,541,102,1792,28,2335,3258,29,382,622,3,1410,1693,12,8022,1,0,219,0,97,199,4,52,1959,14,6,1624,0,2,0,0,42,4753,53,7,24,278,4,0,3491,30,4,0,0,20,539,682,0,206,456,15,450,0,108,14,120,193,0,0
GSM5016109,4,3,768,985,12,8,4,4,1,1,1,188,7,0,1,694,0,2,0,0,648,0,225,8,114,257,1,2462,298,0,0,4,1,0,18,0,215,41,394,1907,10,0,416,699,3027,11,89,1102,787,290,8,0,297,45,1256,1,1315,393,43,122,474,3,466,1625,3,8615,2,0,793,0,8,15,1,34,164,5,4,951,1,0,0,0,7,2869,13,7,7,6,8,0,519,0,2,0,0,4,189,28,0,58,293,5,317,0,32,4,2,73,0,0
GSM5016110,85,15,179,614,33,11,158,64,6,8,6,162,6,0,0,373,0,4,0,0,1238,1,707,31,174,326,6,4714,436,0,0,3,4,0,30,0,69,226,558,1385,9,0,199,108,2977,33,1030,1837,276,87,5,4,293,109,712,2,655,1510,32,336,55,8,135,1188,16,2734,10,0,395,0,3,17,1,24,155,18,9,1092,0,0,0,0,39,5159,2,12,9,107,21,0,316,22,5,0,1,10,50,399,0,73,101,4,515,0,12,5,138,66,0,2
GSM5016111,3,5,1107,1037,32,9,1,1,2,0,1,163,6,0,1,1081,0,6,0,0,605,0,398,27,103,280,2,3624,372,0,0,7,0,0,24,0,371,98,136,1893,22,0,596,824,3427,17,81,1247,788,516,7,0,351,71,1340,0,1096,453,41,239,539,6,1032,1574,14,9953,4,0,148,0,11,33,4,57,181,10,7,998,0,0,0,0,29,4161,8,5,7,11,18,0,464,2,3,0,0,10,184,64,0,76,470,3,365,0,31,14,13,104,0,1
GSM5016112,39,37,236,768,20,7,81,8,7,17,3,199,6,0,0,556,0,4,0,1,710,1,522,33,166,308,5,2931,440,0,0,3,2,0,19,0,77,164,526,2116,19,0,230,821,3392,34,368,2324,737,398,11,1,191,110,943,1,773,2274,35,284,272,11,462,1021,9,6518,1,0,539,0,5,41,4,12,175,15,6,1142,0,1,0,0,28,4990,2,17,4,42,7,0,451,22,7,0,0,7,116,246,0,77,47,4,524,0,20,7,81,78,0,0
GSM5016113,2,6,4199,2036,169,29,0,6,2,2,1,720,15,0,4,1884,2,1,0,3,2120,0,659,74,171,425,8,5341,508,0,0,14,4,0,35,0,599,45,247,2449,175,4,1018,2281,4829,13,298,840,5383,978,32,0,920,70,1582,0,1934,878,84,462,433,22,1190,2549,14,11278,4,0,7,0,17,430,1,84,1139,15,9,1652,0,0,0,2,75,4686,63,21,8,15,63,0,1134,3,2,0,1,5,542,117,0,90,833,8,467,0,108,19,0,133,0,0
GSM5016114,32,11,1888,1548,45,12,88,13,1,3,0,250,7,0,0,811,0,4,2,0,924,0,649,42,104,344,7,4171,459,0,0,2,0,0,23,0,271,142,304,1702,73,0,417,339,3760,21,568,1650,804,260,8,3,456,94,1067,2,1062,622,71,372,315,9,456,1484,30,5117,0,1,898,0,13,84,3,71,414,19,12,1245,0,0,0,0,30,5123,10,15,9,32,23,0,577,22,5,0,1,10,166,395,0,61,362,6,504,0,31,7,86,76,0,0
GSM5016115,10,10,3656,4820,45,15,62,32,0,0,1,505,10,1,0,1275,1,1,0,2,873,1,434,83,145,352,6,3977,432,0,0,5,2,0,29,0,618,51,372,2256,269,1,639,1622,4348,16,84,968,1729,986,8,0,292,36,1517,2,1832,697,108,215,502,3,1533,2101,10,10513,4,0,3,0,166,221,0,62,710,8,3,1285,0,0,0,0,22,2968,17,5,12,9,8,0,1045,1,4,0,0,12,531,41,0,74,912,4,316,0,58,4,1,93,0,0
GSM5016116,20,6,90,596,70,16,88,24,6,4,19,376,10,0,0,283,0,11,0,0,1424,2,1151,29,173,504,59,2969,420,0,0,0,2,0,34,0,13,104,188,1256,20,0,10,120,2053,32,935,1314,426,49,5,10,226,115,730,16,455,1231,35,386,12,13,53,1034,5,1503,0,0,4678,0,8,24,4,18,250,16,26,1681,0,0,0,1,20,3637,13,7,2,79,20,1,547,45,4,0,3,6,72,733,0,68,6,1,479,0,35,5,72,82,0,4
GSM5016117,58,20,116,661,38,10,970,93,15,14,12,351,4,0,0,320,0,5,0,0,1724,0,472,48,234,531,16,4210,588,0,0,0,2,0,30,0,32,198,245,1985,25,0,67,301,2981,30,690,1361,349,172,5,9,363,161,853,2,1070,2802,31,458,110,2,189,939,27,2410,1,0,227,0,8,30,6,20,360,20,4,1518,0,0,0,0,25,3659,10,18,3,143,18,0,716,46,8,0,1,8,142,970,0,95,58,5,412,0,26,6,213,66,0,0
GSM5016118,5,5,230,1885,36,7,7,0,0,3,26,817,11,0,0,455,0,0,0,3,566,1,1020,63,209,1062,30,2318,563,0,0,0,10,0,24,0,45,188,160,1894,36,0,108,266,4112,31,161,1746,936,244,0,29,175,108,934,52,1131,2761,19,350,62,4,220,690,7,2807,0,0,2002,0,16,34,3,9,1090,6,2,1060,0,1,0,0,36,3060,12,4,3,757,1,0,1821,76,5,0,0,17,192,648,0,140,64,15,427,0,61,9,33,87,0,0
GSM5016119,16,9,828,1157,58,10,0,1,8,4,11,249,16,0,1,684,1,8,2,0,921,0,1054,177,145,395,10,3738,555,0,0,1,4,0,37,0,149,273,419,1634,71,0,270,538,3603,77,683,1604,542,261,12,4,504,92,999,2,889,674,37,399,264,6,629,1465,31,5945,2,0,1298,0,10,63,3,34,176,19,11,1255,0,1,0,0,18,4265,10,18,16,89,15,0,519,15,4,0,0,9,105,462,0,68,95,2,577,1,55,6,27,109,0,2
GSM5016120,6,18,715,1113,41,11,15,0,1,3,2,312,14,2,5,1137,0,1,0,3,912,1,742,44,139,433,4,4099,511,0,0,0,2,0,45,0,129,173,610,2678,44,0,342,1031,4973,65,215,1821,827,390,9,2,271,87,1700,1,1148,980,41,303,482,11,815,1370,25,10759,2,0,42,0,14,106,2,42,251,11,10,1240,0,0,0,0,37,5342,8,22,11,26,15,0,582,17,2,0,0,11,295,223,0,96,34,0,529,0,62,8,118,141,0,0
GSM5016121,32,12,1711,2191,55,13,141,91,1,2,4,308,12,0,1,1147,0,5,3,3,1529,0,629,37,211,479,11,6621,578,0,0,1,4,0,32,0,171,208,313,2509,19,0,420,497,4913,64,624,2569,724,191,14,3,584,128,1454,0,1463,1671,86,443,270,15,273,1968,33,6412,12,0,1442,0,9,63,4,57,371,17,6,1527,0,2,0,0,38,7284,12,5,10,40,21,0,590,24,7,0,0,12,190,387,0,109,256,6,642,0,67,7,147,150,0,0
GSM5016122,8,4,266,470,26,6,4,2,1,3,10,203,4,1,0,743,0,12,0,1,883,2,504,52,169,431,4,3781,523,0,0,2,0,0,41,0,265,134,327,2433,51,0,358,817,3622,38,489,1873,1274,412,2,4,350,96,1355,2,1094,779,27,295,250,2,718,1482,51,9091,1,0,982,0,7,107,2,60,83,9,4,1490,0,1,0,1,21,5107,10,8,2,93,10,0,355,29,4,0,0,10,85,199,0,74,92,4,597,0,27,5,64,82,0,2
GSM5016123,14,16,1361,700,32,12,251,329,1,0,1,136,12,0,4,631,0,5,1,0,830,1,316,44,74,221,2,5572,382,0,0,28,0,0,33,0,641,153,248,1897,50,0,912,740,2989,7,176,885,663,317,5,0,391,46,1433,0,1338,353,32,215,526,8,1226,1853,10,8613,1,0,2,0,25,91,0,106,155,5,4,1142,0,0,0,0,15,4001,4,9,5,2,22,0,614,0,1,0,2,6,114,28,0,50,1144,4,377,4,28,5,0,95,0,0
GSM5016124,154664,32528,102,969,164819,42477,6829883,7914858,355,10343,1,236,5,0,1,387,0,4,1,0,526,0,1187,30,139,330,1,2164,187,0,0,2,0,0,7,0,63,67,187,1951,21,0,20,53,2661,50,107,1828,680,34,1,0,149,50,653,10,1234,767,65,132,119,5,94,652,20,934,5,0,23,0,10,24,1,8,197,15,4,687,0,0,0,1,4,3045,10,2,4,75,11,0,399,12,1,0,0,2,153,185,0,62,5,2,219,1,23,6,10,54,0,0
GSM5016125,0,7,1515,1742,33,7,4,0,1,1,0,254,8,0,8,931,0,6,0,0,558,3,514,82,137,370,3,3324,494,0,0,11,2,0,21,0,538,100,278,2515,121,0,591,1060,4201,24,195,1465,1963,557,6,3,225,65,1483,5,996,742,43,241,619,1,1240,1829,5,9209,2,0,1850,0,133,47,2,45,312,4,6,1176,0,4,0,0,26,3492,17,7,11,59,19,0,798,7,2,0,0,6,308,171,0,90,389,5,392,0,41,11,27,104,0,1
GSM5016126,3,5,2206,2891,37,9,3,6,0,0,1,370,11,0,3,1386,1,3,1,0,825,0,498,293,155,339,2,3694,328,0,0,16,2,0,15,0,308,163,230,2359,24,0,471,895,3102,80,130,1078,764,432,10,1,520,26,1735,3,1190,612,93,156,486,5,774,1934,14,6783,1,0,134,0,15,73,1,22,332,11,4,1271,0,0,0,0,7,3548,33,5,26,16,9,0,826,2,1,0,0,13,264,160,0,41,323,7,312,0,93,9,4,104,0,0
GSM5016127,11,9,2270,2744,43,9,1,0,0,0,2,262,13,1,1,1095,0,4,0,1,671,1,380,113,106,307,5,2833,286,0,0,2,5,0,14,0,377,126,173,1695,15,0,323,467,3222,66,61,740,1227,356,9,1,443,31,1165,1,972,713,67,171,434,3,575,1449,7,5199,0,0,93,0,5,102,3,33,305,5,5,917,0,5,0,1,12,2854,19,6,18,17,14,1,836,4,1,0,0,6,223,99,0,65,252,1,273,0,66,6,22,70,0,0
GSM5016128,13,17,1931,2202,39,9,14,1,1,0,1,233,6,0,2,902,0,4,0,0,801,0,643,90,126,313,10,4696,426,0,0,15,0,0,38,0,323,70,355,1957,92,1,632,744,4012,13,323,1416,1719,534,10,1,520,59,1472,0,1074,713,64,208,298,7,972,1939,4,8553,0,0,636,0,7,69,4,45,373,7,8,1187,0,1,0,0,24,5076,8,4,2,6,16,0,533,5,3,0,2,13,293,121,0,49,323,3,442,0,53,9,41,130,0,0
GSM5016129,640,150,2017,2561,781,182,35135,35375,2,40,2,391,35,1,0,1471,0,7,0,1,1137,0,315,340,127,465,6,4597,571,0,0,1,2,0,32,0,341,277,360,2377,273,0,612,2033,4093,181,181,1001,3020,620,6,1,369,53,1428,2,2402,913,72,365,513,1,1408,2073,19,10831,3,0,52,0,11,212,2,97,651,8,3,1635,0,0,0,0,14,3418,14,2,57,16,16,0,1260,2,4,0,2,16,375,278,0,75,379,4,414,0,131,10,2,153,0,0
GSM5016130,6,7,1485,1867,53,15,2,6,4,1,0,262,7,0,1,1015,0,2,1,1,673,0,519,102,99,271,5,3917,311,0,0,5,4,0,13,0,305,91,334,1807,61,0,703,615,3280,17,211,1154,1297,461,9,1,372,47,1260,0,1112,534,37,249,565,3,557,1798,18,7412,5,0,811,0,16,90,1,44,486,7,3,980,0,1,0,0,18,3134,8,2,7,13,15,0,619,3,3,0,1,8,262,136,0,52,386,9,285,0,61,6,12,84,0,0
GSM5016131,47,21,665,1040,96,22,389,493,6,10,7,285,8,0,1,1193,0,16,0,1,1613,4,852,64,207,466,9,4638,559,0,0,1,6,0,20,0,155,428,248,1572,46,1,82,275,3933,117,945,1649,661,175,17,6,484,145,849,4,715,1832,51,560,255,6,530,1394,20,4365,2,0,1322,0,12,173,11,47,300,35,15,1090,0,0,0,1,40,6493,22,28,11,93,21,0,478,27,3,0,3,17,138,636,0,78,68,5,628,0,60,15,161,174,0,4
GSM5016132,15,8,132,670,59,13,20,1,6,10,3,240,7,1,1,356,0,17,2,0,1848,0,571,31,214,388,8,5114,610,0,0,1,2,0,28,0,59,234,300,1868,7,0,71,157,3983,22,1025,2809,301,66,11,0,543,201,1054,3,816,2082,38,461,85,16,88,1430,22,2988,12,0,995,0,7,81,10,41,327,19,24,1313,0,0,0,0,38,6918,7,20,1,75,28,0,425,38,10,0,1,11,81,703,0,96,37,2,659,0,28,10,283,77,1,3
GSM5016133,357,22,63,616,871,229,11786,7459,13,9,26,409,1,0,0,410,0,6,1,3,1812,0,949,34,174,428,61,4911,570,0,0,2,4,0,48,0,28,121,287,1086,30,1,32,1,1706,25,1092,898,317,57,6,4,390,104,654,2,646,1046,13,411,19,7,86,1118,24,802,6,0,1867,0,19,72,5,39,335,34,12,1271,0,0,0,0,20,4509,73,6,4,46,23,2,521,31,11,0,0,6,27,2159,0,39,1,4,426,0,32,6,92,156,0,1
GSM5016134,41,5,237,661,76,20,219,247,16,4,10,202,2,0,1,404,0,7,0,3,1483,1,912,48,196,321,32,5105,391,0,0,5,2,0,28,0,45,267,266,1153,24,0,136,30,2427,29,1136,1639,343,68,11,5,261,161,558,3,713,852,44,423,33,16,72,1069,31,1667,4,0,2138,0,5,42,2,12,344,19,12,1012,0,0,0,0,32,4781,12,21,3,122,16,0,367,39,5,0,0,12,57,1192,0,68,34,1,548,0,25,10,282,110,0,2
